id,value
id_0,33.16166101281586
id_1,32.90222574930869
id_2,35.982879126792795
id_3,21.369565526362038
id_4,36.64564730252159
id_5,27.43221341743778
id_6,13.44926077458257
id_7,19.04499165077724
id_8,20.977552253694842
id_9,23.164923369969575
id_10,29.297828280918495
id_11,15.552961743889703
id_12,23.016695082302586
id_13,33.4402737229289
id_14,23.57554321046068
id_15,22.817622404944423
id_16,26.032574030625163
id_17,18.893172921863012
id_18,20.59132334842891
id_19,28.538113161112197
id_20,21.685428157063754
id_21,23.237194600701578
id_22,28.181081417625958
id_23,23.337673439452466
id_24,34.57133764580739
id_25,31.124000240790892
id_26,27.119063420745967
id_27,21.869871381675104
id_28,23.95974494094692
id_29,15.595430034315118
id_30,16.15626263847029
id_31,24.323016897612113
id_32,23.730968920695464
id_33,27.792015189493185
id_34,33.18575324980835
id_35,36.513949492902654
id_36,17.149927943804386
id_37,22.097733725052567
id_38,31.95171122321929
id_39,21.779474428250587
id_40,24.592570815199046
id_41,28.247134473088465
id_42,28.66912362133321
id_43,17.324307839827938
id_44,41.031821727957
id_45,33.03174408715615
id_46,22.2419774114772
id_47,43.84857086543336
id_48,19.843442369271266
id_49,26.22910501352458
id_50,13.650059934838913
id_51,25.51260852556522
id_52,33.08930725784288
id_53,27.704452224431478
id_54,22.752274997580418
id_55,30.05908742961488
id_56,18.21407443418215
id_57,27.710517637781713
id_58,24.008632063413053
id_59,18.40970425973817
id_60,26.106230109658174
id_61,28.673861363545186
id_62,18.034585046916433
id_63,28.51954771383695
id_64,18.460436316943166
id_65,21.01996095919865
id_66,29.748395480680756
id_67,25.585464720625446
id_68,24.03008647761417
id_69,47.451444426989426
id_70,25.041906490998763
id_71,16.0031684255735
id_72,19.4243466737289
id_73,27.40218162333019
id_74,19.506706907105638
id_75,16.62082527038023
id_76,17.15738089489493
id_77,28.13330627328113
id_78,28.83056133255915
id_79,16.156679693162364
id_80,24.35827342341151
id_81,23.15717057024498
id_82,23.3215829458713
id_83,20.848856055417272
id_84,38.65583083067535
id_85,23.25905498071002
id_86,25.27971017569695
id_87,24.813900805685392
id_88,23.042168400229393
id_89,30.90388929885284
id_90,30.955756761284725
id_91,26.92770648585839
id_92,22.653544293411905
id_93,14.954025988521456
id_94,28.253017395311716
id_95,31.398009714430973
id_96,21.811571615311358
id_97,20.559242309054667
id_98,16.635601184246948
id_99,40.30922852743456
id_100,14.461775810420571
id_101,32.89022287555629
id_102,24.05625816267875
id_103,22.763794333692566
id_104,27.710517637781713
id_105,26.61665488301881
id_106,23.048484646758638
id_107,23.75247318503221
id_108,28.376432032716195
id_109,29.246540517980385
id_110,28.41516107715557
id_111,16.60399526984321
id_112,23.512298876064662
id_113,26.921568117881442
id_114,28.87801341991046
id_115,15.563815641475347
id_116,25.995559753009452
id_117,28.330872017849316
id_118,36.749499092408726
id_119,29.856230722779323
id_120,17.56297488270455
id_121,24.229592442833837
id_122,35.70048954770547
id_123,25.217270365895615
id_124,28.687586804264686
id_125,12.252491030430406
id_126,26.25117078962784
id_127,25.608445039810423
id_128,26.04186754793
id_129,33.081543644742474
id_130,23.17648449596997
id_131,21.608622316550928
id_132,25.148102773746942
id_133,17.693620098856837
id_134,20.131027258189878
id_135,28.29204676879411
id_136,17.87594719974993
id_137,21.404583332733324
id_138,17.144318127340508
id_139,31.68220320652332
id_140,26.62975967969758
id_141,32.20907715753893
id_142,28.25159311435543
id_143,25.891114352432233
id_144,25.338923763617263
id_145,20.949671622294996
id_146,27.342222877766567
id_147,45.446566357477515
id_148,21.599767555315406
id_149,25.44216067796141
id_150,36.23924117578811
id_151,12.071043009662418
id_152,25.212513888161496
id_153,22.331138884852415
id_154,27.028660988721317
id_155,16.342518912448966
id_156,21.6264032335392
id_157,36.15752138350959
id_158,15.403519372472928
id_159,32.03113274407617
id_160,27.80768030890926
id_161,29.28217712217881
id_162,22.763870058125416
id_163,23.935164031614818
id_164,18.062929168566647
id_165,23.20069677041101
id_166,15.909193513205452
id_167,19.702790336874934
id_168,20.30634895962789
id_169,42.559422392282606
id_170,26.52104431204613
id_171,29.008424216816756
id_172,26.985943359209365
id_173,23.281531832377603
id_174,27.400189436791333
id_175,37.385710912879624
id_176,20.5091491671645
id_177,26.118592586086518
id_178,23.77945764887717
id_179,28.667240921194768
id_180,19.7631544163095
id_181,20.545201026799397
id_182,31.67692260401129
id_183,19.093929458459247
id_184,28.325101504176818
id_185,25.412531513557397
id_186,26.626937593475667
id_187,34.89127127036605
id_188,30.076435923949475
id_189,20.68788242154284
id_190,17.38108743608261
id_191,30.38566206987563
id_192,32.43211270264199
id_193,30.179835558928065
id_194,19.60251393518487
id_195,24.30496118859096
id_196,23.096453865508394
id_197,25.54542405696846
id_198,22.746079050666232
id_199,23.22755428347192
id_200,24.495068065274236
id_201,24.205350105789126
id_202,22.23364924024724
id_203,23.10322895272598
id_204,24.624836732305862
id_205,20.938406228075586
id_206,25.50063611949283
id_207,13.92294961367072
id_208,28.565815907527288
id_209,12.635999533560717
id_210,25.347236891021076
id_211,17.274594216912668
id_212,22.8393022870398
id_213,27.02733952933537
id_214,27.417471374102547
