id,value
id_0,23.06537526685975
id_1,18.90700229223946
id_2,38.865262941149
id_3,14.04635490216894
id_4,23.220981910069018
id_5,15.157664979293347
id_6,6.3240478410668475
id_7,7.93915223130488
id_8,16.71304772471629
id_9,3.94096455972393
id_10,26.313540328812767
id_11,7.312126616257696
id_12,17.053742344366807
id_13,20.271005321541622
id_14,15.125617567139933
id_15,9.826244258772425
id_16,12.994781180423976
id_17,11.400706146306836
id_18,12.558555335380856
id_19,28.85936499457478
id_20,14.619702939916724
id_21,10.937935256272908
id_22,19.99913380593633
id_23,8.840473183021338
id_24,24.301365905740248
id_25,19.666428844008266
id_26,12.12096533780039
id_27,12.579837982351608
id_28,18.2103767886655
id_29,5.892336687656916
id_30,14.378649006269178
id_31,15.235789959689134
id_32,13.644511747313421
id_33,17.89498931974089
id_34,20.580398404240746
id_35,29.651698886347514
id_36,3.942708518777262
id_37,13.306994132646947
id_38,17.050478365967745
id_39,22.447876257813338
id_40,26.69840261318326
id_41,23.07808458402449
id_42,21.911043697822738
id_43,5.531471835030791
id_44,30.429321086520428
id_45,16.95471332449384
id_46,12.265079538334936
id_47,39.83073362013581
id_48,10.81053761600192
id_49,20.324586583094007
id_50,6.037572810875848
id_51,13.23802039422095
id_52,24.14708015127931
id_53,19.816612185602796
id_54,19.250436696718175
id_55,20.683221266145406
id_56,6.014505760799202
id_57,19.32445263294043
id_58,15.400951360457459
id_59,5.5674149265399935
id_60,20.495953913998953
id_61,22.567860964158395
id_62,4.5314394590827956
id_63,12.326521604138502
id_64,11.729259284027874
id_65,11.305429880615264
id_66,32.397076226078276
id_67,21.931448147577957
id_68,16.23484618519079
id_69,35.71358328486446
id_70,16.637144120725278
id_71,7.367434978008874
id_72,11.987168268690038
id_73,20.990381125292735
id_74,11.913885338995218
id_75,6.28358735726402
id_76,10.681090937301095
id_77,16.009256930879257
id_78,22.81849817067327
id_79,4.918718831354201
id_80,15.344509323589426
id_81,6.983520181350979
id_82,16.245647328673883
id_83,8.082756755583185
id_84,20.190258152704967
id_85,8.622321444585575
id_86,12.35680079822578
id_87,9.171347385995064
id_88,11.583748167858325
id_89,25.509576524980766
id_90,23.290099435623304
id_91,19.988468345747947
id_92,13.320734741481967
id_93,7.17007689801223
id_94,10.760095204032229
id_95,21.85353629112576
id_96,10.03733521731921
id_97,12.63451144573614
id_98,6.802619818255367
id_99,29.893627375090844
id_100,6.201768610602083
id_101,26.041025819698056
id_102,15.450931454059088
id_103,7.798720580486122
id_104,19.32445263294043
id_105,15.195859093604057
id_106,11.367953922027956
id_107,10.841618500115548
id_108,20.061635082984605
id_109,21.302882921183826
id_110,22.080489158494363
id_111,10.234580670342066
id_112,14.51287468566884
id_113,18.469307530104224
id_114,10.150077217872177
id_115,6.523397493836016
id_116,22.272633288030576
id_117,12.22943991607891
id_118,26.89185469370479
id_119,25.77590226356493
id_120,8.317692845216243
id_121,14.849557923692146
id_122,23.977466545013446
id_123,11.631711006102343
id_124,12.918540427491884
id_125,7.835675047388096
id_126,16.987755568667513
id_127,15.831757363622916
id_128,12.551203511971398
id_129,23.481857258157778
id_130,13.962458953445879
id_131,9.888422568263357
id_132,12.201403599650165
id_133,13.579085630515161
id_134,15.287707284488626
id_135,17.474981976032733
id_136,7.625018673766591
id_137,12.027050986150437
id_138,10.368059694316416
id_139,11.797228538154634
id_140,19.912227256095992
id_141,21.843735422043576
id_142,20.73671837929745
id_143,16.261947282430455
id_144,23.492800153092624
id_145,13.142187149297882
id_146,18.245347126027873
id_147,33.824913816587326
id_148,11.053226938650369
id_149,15.95016006137616
id_150,43.688098675520955
id_151,6.67958160805938
id_152,12.77736372735428
id_153,12.220411892542359
id_154,22.174188356752406
id_155,5.279130321039207
id_156,9.193957305789537
id_157,23.269871127657716
id_158,12.25115047186803
id_159,20.175897076064533
id_160,21.579777244882564
id_161,22.391043338180523
id_162,13.603795347367978
id_163,17.230422167707832
id_164,7.91755907754609
id_165,15.741599595294186
id_166,8.089784837582128
id_167,11.343494666942517
id_168,10.931756915002424
id_169,42.99275021286907
id_170,21.161622770300184
id_171,18.337448979746945
id_172,19.529606128037596
id_173,14.268491454229089
id_174,14.043681141381434
id_175,33.215702739128794
id_176,9.521737110926669
id_177,18.891156990821575
id_178,15.724528559437296
id_179,15.813282031187246
id_180,13.957806422362715
id_181,12.08369408880866
id_182,11.87787561514602
id_183,7.0430434134032085
id_184,22.80754938463133
id_185,17.192864967260487
id_186,14.861411947397949
id_187,27.892284479410407
id_188,11.533821194247643
id_189,9.587028092432558
id_190,5.720251610791528
id_191,28.922579414656443
id_192,27.315053380048987
id_193,18.156848102400286
id_194,9.057556019403904
id_195,17.48927366040925
id_196,9.91045567775776
id_197,16.490011249707575
id_198,11.048306999098484
id_199,5.787269110249348
id_200,12.809273583914177
id_201,11.357918541635179
id_202,12.384512029837696
id_203,9.597828774974875
id_204,14.7862146134701
id_205,6.55772301185925
id_206,16.49206003195764
id_207,5.36404786039228
id_208,19.803094967678494
id_209,2.917179140557853
id_210,14.044662318300569
id_211,9.956352502643476
id_212,15.785139737896383
id_213,13.989556748496783
id_214,18.583567349667053
id_215,11.519068546075491
id_216,19.519162968296886
id_217,24.880061934900056
id_218,12.767009503210158
id_219,19.118184586906658
id_220,11.08337300936432
id_221,6.037191948300545
id_222,9.771835857139584
id_223,13.240859047807035
id_224,11.695411896093908
id_225,6.305855835418713
id_226,9.599490768273158
id_227,15.622549545375808
id_228,5.454187410597332
id_229,9.60342195596942
id_230,13.637411200359185
id_231,13.841553757923107
id_232,14.163066619478165
id_233,14.925959160548773
id_234,13.698019022179762
id_235,6.527878629800734
id_236,6.707962153731127
id_237,14.476757058752712
id_238,12.263433209674359
id_239,16.203323129720356
id_240,30.571778872166607
id_241,12.183374418403599
id_242,14.343070439763407
id_243,6.526761836087215
id_244,6.4367164909221275
id_245,14.428157282452364
id_246,18.39316898408529
id_247,19.187507015169306
id_248,16.93508955489881
id_249,30.466167072174688
id_250,19.04387145408984
id_251,15.743428951465116
id_252,11.474139167632647
id_253,19.903073688363694
id_254,14.83059342121957
id_255,21.114130008702684
id_256,19.62746957016728
id_257,17.657370948970126
id_258,7.776582157721658
id_259,17.701105893439642
id_260,13.441621410994884
id_261,12.402327493357381
id_262,19.980083891168317
id_263,10.92286901004362
id_264,16.58017539290539
id_265,20.235667078100317
id_266,15.64070868392469
id_267,13.62327452545047
id_268,20.1872240700235
id_269,12.232856302674485
id_270,8.94814565185996
id_271,17.20669611992435
id_272,22.859175246739117
id_273,18.77795359470829
id_274,9.217848277031772
id_275,13.80813579328882
id_276,6.523397493836016
id_277,13.145088287799357
id_278,14.408526112191115
id_279,18.084030335641533
id_280,9.669204106250836
id_281,31.89754011979822
id_282,16.490011249707575
id_283,26.666562257996436
id_284,9.92101083704917
id_285,33.97442734291598
